smiles_open,donor_class,acceptor_class,backbone,est_lambda_nm
CCCCCCCCN(/C=C/C(C)=C/C(O)=C1C(=O)Nc2ccccc21)CCCCCCCC,aniline,oxindole,central_methyl_triene,640
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N2CCCC2)C(=O)O1,dialkyl_amine,meldrum,triene,545
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCC2)C(=O)N(C)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=O)C(=C(O)/C=C/C=C/N2CCCC2)C(=O)N1,dialkyl_amine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N1CCCC1,dialkyl_amine,thiobarbituric,triene,600
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCC2)C(=O)N(C)C1=S,dialkyl_amine,thiobarbituric,triene,600
O=C1C(=C(O)/C=C/C=C/N2CCCC2)C(=O)c2ccccc21,dialkyl_amine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCCC1,aniline,pyrazolone,triene,630
O=C1C(=C(O)/C=C/C=C/N2CCCC2)C(C(F)(F)F)=NN1c1ccccc1,aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCCC1,dialkyl_amine,isoxazolone,triene,626
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N1CCCC1,dialkyl_amine,isoxazolone,triene,649
O=C1NNC(=O)C1=C(O)/C=C/C=C/N1CCCC1,dialkyl_amine,pyrazolidinedione,triene,610
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N1CCCC1,aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCCC1,dialkyl_amine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCCC1,dialkyl_amine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCCC1,aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCCC1,aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCCC1,dialkyl_amine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCCC1,aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,dialkyl_amine,meldrum,central_methyl_triene,545
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)NC(=O)NC1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)NC(=S)NC1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)c2ccccc2C1=O,dialkyl_amine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCCC1,aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCCC1,dialkyl_amine,isoxazolone,central_methyl_triene,626
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,dialkyl_amine,isoxazolone,central_methyl_triene,649
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)NNC1=O,dialkyl_amine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N1CCCC1)=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N2CCCCC2)C(=O)O1,dialkyl_amine,meldrum,triene,545
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCCC2)C(=O)N(C)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=O)C(=C(O)/C=C/C=C/N2CCCCC2)C(=O)N1,dialkyl_amine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N1CCCCC1,dialkyl_amine,thiobarbituric,triene,600
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCCC2)C(=O)N(C)C1=S,dialkyl_amine,thiobarbituric,triene,600
O=C1C(=C(O)/C=C/C=C/N2CCCCC2)C(=O)c2ccccc21,dialkyl_amine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCCCC1,aniline,pyrazolone,triene,630
O=C1C(=C(O)/C=C/C=C/N2CCCCC2)C(C(F)(F)F)=NN1c1ccccc1,aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCCCC1,dialkyl_amine,isoxazolone,triene,626
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N1CCCCC1,dialkyl_amine,isoxazolone,triene,649
O=C1NNC(=O)C1=C(O)/C=C/C=C/N1CCCCC1,dialkyl_amine,pyrazolidinedione,triene,610
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N1CCCCC1,aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCCCC1,dialkyl_amine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCCCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCCCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCCCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCCCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCCCC1,dialkyl_amine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCCCC1,aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCCCC1,aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCCCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCCCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCCCC1,dialkyl_amine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCCCC1,aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,dialkyl_amine,meldrum,central_methyl_triene,545
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)NC(=O)NC1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)NC(=S)NC1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)c2ccccc2C1=O,dialkyl_amine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCCCC1,aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCCCC1,dialkyl_amine,isoxazolone,central_methyl_triene,626
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,dialkyl_amine,isoxazolone,central_methyl_triene,649
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)NNC1=O,dialkyl_amine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N1CCCCC1)=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N2CCCCCC2)C(=O)O1,dialkyl_amine,meldrum,triene,545
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCCCC2)C(=O)N(C)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=O)C(=C(O)/C=C/C=C/N2CCCCCC2)C(=O)N1,dialkyl_amine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCCCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N1CCCCCC1,dialkyl_amine,thiobarbituric,triene,600
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCCCC2)C(=O)N(C)C1=S,dialkyl_amine,thiobarbituric,triene,600
O=C1C(=C(O)/C=C/C=C/N2CCCCCC2)C(=O)c2ccccc21,dialkyl_amine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCCCCC1,aniline,pyrazolone,triene,630
O=C1C(=C(O)/C=C/C=C/N2CCCCCC2)C(C(F)(F)F)=NN1c1ccccc1,aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCCCCC1,dialkyl_amine,isoxazolone,triene,626
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N1CCCCCC1,dialkyl_amine,isoxazolone,triene,649
O=C1NNC(=O)C1=C(O)/C=C/C=C/N1CCCCCC1,dialkyl_amine,pyrazolidinedione,triene,610
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N1CCCCCC1,aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCCCCC1,dialkyl_amine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCCCCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCCCCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCCCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCCCCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCCCCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCCCCC1,dialkyl_amine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCCCCC1,aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCCCCC1,aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCCCCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCCCCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCCCCC1,dialkyl_amine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCCCCC1,aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,dialkyl_amine,meldrum,central_methyl_triene,545
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)NC(=O)NC1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCCCCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)NC(=S)NC1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)c2ccccc2C1=O,dialkyl_amine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCCCCC1,aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCCCCC1,dialkyl_amine,isoxazolone,central_methyl_triene,626
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,dialkyl_amine,isoxazolone,central_methyl_triene,649
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)NNC1=O,dialkyl_amine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N1CCCCCC1)=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N2CCOCC2)C(=O)O1,morpholine,meldrum,triene,545
CN1C(=O)C(=C(O)/C=C/C=C/N2CCOCC2)C(=O)N(C)C1=O,morpholine,barbituric,triene,570
O=C1NC(=O)C(=C(O)/C=C/C=C/N2CCOCC2)C(=O)N1,morpholine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCOCC2)C(=O)N(CC)C1=O,morpholine,barbituric,triene,570
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N1CCOCC1,morpholine,thiobarbituric,triene,600
CN1C(=O)C(=C(O)/C=C/C=C/N2CCOCC2)C(=O)N(C)C1=S,morpholine,thiobarbituric,triene,600
O=C1C(=C(O)/C=C/C=C/N2CCOCC2)C(=O)c2ccccc21,morpholine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCOCC1,morpholine,pyrazolone,triene,590
O=C1C(=C(O)/C=C/C=C/N2CCOCC2)C(C(F)(F)F)=NN1c1ccccc1,morpholine,pyrazolone,triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCOCC1,morpholine,isoxazolone,triene,626
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N1CCOCC1,morpholine,isoxazolone,triene,649
O=C1NNC(=O)C1=C(O)/C=C/C=C/N1CCOCC1,morpholine,pyrazolidinedione,triene,610
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N1CCOCC1,morpholine,oxindole,triene,600
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCOCC1,morpholine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCOCC1,morpholine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCOCC1,morpholine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCOCC2)C(=O)N(CC)C1=O,morpholine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCOCC1,morpholine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCOCC1,morpholine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCOCC1,morpholine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCOCC1,morpholine,pyrazolone,alpha_methyl_triene,590
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCOCC1,morpholine,pyrazolone,alpha_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCOCC1,morpholine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCOCC1,morpholine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCOCC1,morpholine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCOCC1,morpholine,oxindole,alpha_methyl_triene,600
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,morpholine,meldrum,central_methyl_triene,545
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,morpholine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)NC(=O)NC1=O,morpholine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCOCC2)C(=O)N(CC)C1=O,morpholine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)NC(=S)NC1=O,morpholine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,morpholine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)c2ccccc2C1=O,morpholine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCOCC1,morpholine,pyrazolone,central_methyl_triene,590
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,morpholine,pyrazolone,central_methyl_triene,669
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCOCC1,morpholine,isoxazolone,central_methyl_triene,626
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,morpholine,isoxazolone,central_methyl_triene,649
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)NNC1=O,morpholine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N1CCOCC1)=C\C(O)=C1C(=O)Nc2ccccc21,morpholine,oxindole,central_methyl_triene,600
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N2CCSCC2)C(=O)O1,dialkyl_amine,meldrum,triene,545
CN1C(=O)C(=C(O)/C=C/C=C/N2CCSCC2)C(=O)N(C)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=O)C(=C(O)/C=C/C=C/N2CCSCC2)C(=O)N1,dialkyl_amine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCSCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,triene,570
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N1CCSCC1,dialkyl_amine,thiobarbituric,triene,600
CN1C(=O)C(=C(O)/C=C/C=C/N2CCSCC2)C(=O)N(C)C1=S,dialkyl_amine,thiobarbituric,triene,600
O=C1C(=C(O)/C=C/C=C/N2CCSCC2)C(=O)c2ccccc21,dialkyl_amine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCSCC1,aniline,pyrazolone,triene,630
O=C1C(=C(O)/C=C/C=C/N2CCSCC2)C(C(F)(F)F)=NN1c1ccccc1,aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCSCC1,dialkyl_amine,isoxazolone,triene,626
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N1CCSCC1,dialkyl_amine,isoxazolone,triene,649
O=C1NNC(=O)C1=C(O)/C=C/C=C/N1CCSCC1,dialkyl_amine,pyrazolidinedione,triene,610
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N1CCSCC1,aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCSCC1,dialkyl_amine,meldrum,alpha_methyl_triene,545
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCSCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCSCC1,dialkyl_amine,barbituric,alpha_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCSCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,alpha_methyl_triene,570
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCSCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCSCC1,dialkyl_amine,thiobarbituric,alpha_methyl_triene,600
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCSCC1,dialkyl_amine,indandione,alpha_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCSCC1,aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCSCC1,aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCSCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,626
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCSCC1,dialkyl_amine,isoxazolone,alpha_methyl_triene,649
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCSCC1,dialkyl_amine,pyrazolidinedione,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCSCC1,aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,dialkyl_amine,meldrum,central_methyl_triene,545
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)NC(=O)NC1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCSCC2)C(=O)N(CC)C1=O,dialkyl_amine,barbituric,central_methyl_triene,570
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)NC(=S)NC1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,dialkyl_amine,thiobarbituric,central_methyl_triene,600
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)c2ccccc2C1=O,dialkyl_amine,indandione,central_methyl_triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCSCC1,aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCSCC1,dialkyl_amine,isoxazolone,central_methyl_triene,626
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,dialkyl_amine,isoxazolone,central_methyl_triene,649
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)NNC1=O,dialkyl_amine,pyrazolidinedione,central_methyl_triene,610
CC(/C=C/N1CCSCC1)=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
CN1CCN(/C=C/C=C/C(O)=C2C(=O)OC(C)(C)OC2=O)CC1,piperazine,meldrum,triene,545
CN1CCN(/C=C/C=C/C(O)=C2C(=O)N(C)C(=O)N(C)C2=O)CC1,piperazine,barbituric,triene,570
CN1CCN(/C=C/C=C/C(O)=C2C(=O)NC(=O)NC2=O)CC1,piperazine,barbituric,triene,570
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCN(C)CC2)C(=O)N(CC)C1=O,piperazine,barbituric,triene,570
CN1CCN(/C=C/C=C/C(O)=C2C(=O)NC(=S)NC2=O)CC1,piperazine,thiobarbituric,triene,600
CN1CCN(/C=C/C=C/C(O)=C2C(=O)N(C)C(=S)N(C)C2=O)CC1,piperazine,thiobarbituric,triene,600
CN1CCN(/C=C/C=C/C(O)=C2C(=O)c3ccccc3C2=O)CC1,piperazine,indandione,triene,600
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCN(C)CC1,piperazine,pyrazolone,triene,590
