smiles_open,donor_class,acceptor_class,backbone,est_lambda_nm
CCN(/C=C/C=C/C(O)=C1C(=O)ON=C1C)c1ccccc1,aniline,isoxazolone,triene,666
CCN(/C=C/C=C/C(O)=C1C(=O)ON=C1C(F)(F)F)c1ccccc1,aniline,isoxazolone,triene,689
CCN(/C=C/C=C/C(O)=C1C(=O)NNC1=O)c1ccccc1,aniline,pyrazolidinedione,triene,650
CCN(/C=C/C=C/C(O)=C1C(=O)Nc2ccccc21)c1ccccc1,aniline,oxindole,triene,640
CCN(/C(C)=C/C=C/C(O)=C1C(=O)OC(C)(C)OC1=O)c1ccccc1,aniline,meldrum,alpha_methyl_triene,585
CCN(/C(C)=C/C=C/C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)c1ccccc1,aniline,barbituric,alpha_methyl_triene,610
CCN(/C(C)=C/C=C/C(O)=C1C(=O)NC(=O)NC1=O)c1ccccc1,aniline,barbituric,alpha_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N(CC)c2ccccc2)C(=O)N(CC)C1=O,aniline,barbituric,alpha_methyl_triene,610
CCN(/C(C)=C/C=C/C(O)=C1C(=O)NC(=S)NC1=O)c1ccccc1,aniline,thiobarbituric,alpha_methyl_triene,640
CCN(/C(C)=C/C=C/C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)c1ccccc1,aniline,thiobarbituric,alpha_methyl_triene,640
CCN(/C(C)=C/C=C/C(O)=C1C(=O)c2ccccc2C1=O)c1ccccc1,aniline,indandione,alpha_methyl_triene,640
CCN(/C(C)=C/C=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C)c1ccccc1,aniline,pyrazolone,alpha_methyl_triene,630
CCN(/C(C)=C/C=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)c1ccccc1,aniline,pyrazolone,alpha_methyl_triene,709
CCN(/C(C)=C/C=C/C(O)=C1C(=O)ON=C1C)c1ccccc1,aniline,isoxazolone,alpha_methyl_triene,666
CCN(/C(C)=C/C=C/C(O)=C1C(=O)ON=C1C(F)(F)F)c1ccccc1,aniline,isoxazolone,alpha_methyl_triene,689
CCN(/C(C)=C/C=C/C(O)=C1C(=O)NNC1=O)c1ccccc1,aniline,pyrazolidinedione,alpha_methyl_triene,650
CCN(/C(C)=C/C=C/C(O)=C1C(=O)Nc2ccccc21)c1ccccc1,aniline,oxindole,alpha_methyl_triene,640
CCN(/C=C/C(C)=C/C(O)=C1C(=O)OC(C)(C)OC1=O)c1ccccc1,aniline,meldrum,central_methyl_triene,585
CCN(/C=C/C(C)=C/C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)c1ccccc1,aniline,barbituric,central_methyl_triene,610
CCN(/C=C/C(C)=C/C(O)=C1C(=O)NC(=O)NC1=O)c1ccccc1,aniline,barbituric,central_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N(CC)c2ccccc2)C(=O)N(CC)C1=O,aniline,barbituric,central_methyl_triene,610
CCN(/C=C/C(C)=C/C(O)=C1C(=O)NC(=S)NC1=O)c1ccccc1,aniline,thiobarbituric,central_methyl_triene,640
CCN(/C=C/C(C)=C/C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)c1ccccc1,aniline,thiobarbituric,central_methyl_triene,640
CCN(/C=C/C(C)=C/C(O)=C1C(=O)c2ccccc2C1=O)c1ccccc1,aniline,indandione,central_methyl_triene,640
CCN(/C=C/C(C)=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C)c1ccccc1,aniline,pyrazolone,central_methyl_triene,630
CCN(/C=C/C(C)=C/C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)c1ccccc1,aniline,pyrazolone,central_methyl_triene,709
CCN(/C=C/C(C)=C/C(O)=C1C(=O)ON=C1C)c1ccccc1,aniline,isoxazolone,central_methyl_triene,666
CCN(/C=C/C(C)=C/C(O)=C1C(=O)ON=C1C(F)(F)F)c1ccccc1,aniline,isoxazolone,central_methyl_triene,689
CCN(/C=C/C(C)=C/C(O)=C1C(=O)NNC1=O)c1ccccc1,aniline,pyrazolidinedione,central_methyl_triene,650
CCN(/C=C/C(C)=C/C(O)=C1C(=O)Nc2ccccc21)c1ccccc1,aniline,oxindole,central_methyl_triene,640
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N2CCc3ccccc32)C(=O)O1,aniline,meldrum,triene,585
CN1C(=O)C(=C(O)/C=C/C=C/N2CCc3ccccc32)C(=O)N(C)C1=O,aniline,barbituric,triene,610
O=C1NC(=O)C(=C(O)/C=C/C=C/N2CCc3ccccc32)C(=O)N1,aniline,barbituric,triene,610
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCc3ccccc32)C(=O)N(CC)C1=O,aniline,barbituric,triene,610
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N1CCc2ccccc21,aniline,thiobarbituric,triene,640
CN1C(=O)C(=C(O)/C=C/C=C/N2CCc3ccccc32)C(=O)N(C)C1=S,aniline,thiobarbituric,triene,640
O=C1C(=C(O)/C=C/C=C/N2CCc3ccccc32)C(=O)c2ccccc21,aniline,indandione,triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCc2ccccc21,aniline,pyrazolone,triene,630
O=C1C(=C(O)/C=C/C=C/N2CCc3ccccc32)C(C(F)(F)F)=NN1c1ccccc1,aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCc2ccccc21,aniline,isoxazolone,triene,666
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N1CCc2ccccc21,aniline,isoxazolone,triene,689
O=C1NNC(=O)C1=C(O)/C=C/C=C/N1CCc2ccccc21,aniline,pyrazolidinedione,triene,650
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N1CCc2ccccc21,aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCc2ccccc21,aniline,meldrum,alpha_methyl_triene,585
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCc2ccccc21,aniline,barbituric,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCc2ccccc21,aniline,barbituric,alpha_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCc3ccccc32)C(=O)N(CC)C1=O,aniline,barbituric,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCc2ccccc21,aniline,thiobarbituric,alpha_methyl_triene,640
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCc2ccccc21,aniline,thiobarbituric,alpha_methyl_triene,640
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCc2ccccc21,aniline,indandione,alpha_methyl_triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCc2ccccc21,aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCc2ccccc21,aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCc2ccccc21,aniline,isoxazolone,alpha_methyl_triene,666
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCc2ccccc21,aniline,isoxazolone,alpha_methyl_triene,689
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCc2ccccc21,aniline,pyrazolidinedione,alpha_methyl_triene,650
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCc2ccccc21,aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,aniline,meldrum,central_methyl_triene,585
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,aniline,barbituric,central_methyl_triene,610
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)NC(=O)NC1=O,aniline,barbituric,central_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCc3ccccc32)C(=O)N(CC)C1=O,aniline,barbituric,central_methyl_triene,610
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)NC(=S)NC1=O,aniline,thiobarbituric,central_methyl_triene,640
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,aniline,thiobarbituric,central_methyl_triene,640
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)c2ccccc2C1=O,aniline,indandione,central_methyl_triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCc2ccccc21,aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCc2ccccc21,aniline,isoxazolone,central_methyl_triene,666
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,aniline,isoxazolone,central_methyl_triene,689
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)NNC1=O,aniline,pyrazolidinedione,central_methyl_triene,650
CC(/C=C/N1CCc2ccccc21)=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
CC1(C)OC(=O)C(=C(O)/C=C/C=C/N2CCCc3ccccc32)C(=O)O1,aniline,meldrum,triene,585
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCc3ccccc32)C(=O)N(C)C1=O,aniline,barbituric,triene,610
O=C1NC(=O)C(=C(O)/C=C/C=C/N2CCCc3ccccc32)C(=O)N1,aniline,barbituric,triene,610
CCN1C(=O)C(=C(O)/C=C/C=C/N2CCCc3ccccc32)C(=O)N(CC)C1=O,aniline,barbituric,triene,610
O=C1NC(=S)NC(=O)C1=C(O)/C=C/C=C/N1CCCc2ccccc21,aniline,thiobarbituric,triene,640
CN1C(=O)C(=C(O)/C=C/C=C/N2CCCc3ccccc32)C(=O)N(C)C1=S,aniline,thiobarbituric,triene,640
O=C1C(=C(O)/C=C/C=C/N2CCCc3ccccc32)C(=O)c2ccccc21,aniline,indandione,triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C/N1CCCc2ccccc21,aniline,pyrazolone,triene,630
O=C1C(=C(O)/C=C/C=C/N2CCCc3ccccc32)C(C(F)(F)F)=NN1c1ccccc1,aniline,pyrazolone,triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C/N1CCCc2ccccc21,aniline,isoxazolone,triene,666
O=C1ON=C(C(F)(F)F)C1=C(O)/C=C/C=C/N1CCCc2ccccc21,aniline,isoxazolone,triene,689
O=C1NNC(=O)C1=C(O)/C=C/C=C/N1CCCc2ccccc21,aniline,pyrazolidinedione,triene,650
O=C1Nc2ccccc2C1=C(O)/C=C/C=C/N1CCCc2ccccc21,aniline,oxindole,triene,640
C/C(=C\C=C\C(O)=C1C(=O)OC(C)(C)OC1=O)N1CCCc2ccccc21,aniline,meldrum,alpha_methyl_triene,585
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O)N1CCCc2ccccc21,aniline,barbituric,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)NC(=O)NC1=O)N1CCCc2ccccc21,aniline,barbituric,alpha_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C/C=C(\C)N2CCCc3ccccc32)C(=O)N(CC)C1=O,aniline,barbituric,alpha_methyl_triene,610
C/C(=C\C=C\C(O)=C1C(=O)NC(=S)NC1=O)N1CCCc2ccccc21,aniline,thiobarbituric,alpha_methyl_triene,640
C/C(=C\C=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O)N1CCCc2ccccc21,aniline,thiobarbituric,alpha_methyl_triene,640
C/C(=C\C=C\C(O)=C1C(=O)c2ccccc2C1=O)N1CCCc2ccccc21,aniline,indandione,alpha_methyl_triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C/C=C(\C)N1CCCc2ccccc21,aniline,pyrazolone,alpha_methyl_triene,630
C/C(=C\C=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F)N1CCCc2ccccc21,aniline,pyrazolone,alpha_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C/C=C(\C)N1CCCc2ccccc21,aniline,isoxazolone,alpha_methyl_triene,666
C/C(=C\C=C\C(O)=C1C(=O)ON=C1C(F)(F)F)N1CCCc2ccccc21,aniline,isoxazolone,alpha_methyl_triene,689
C/C(=C\C=C\C(O)=C1C(=O)NNC1=O)N1CCCc2ccccc21,aniline,pyrazolidinedione,alpha_methyl_triene,650
C/C(=C\C=C\C(O)=C1C(=O)Nc2ccccc21)N1CCCc2ccccc21,aniline,oxindole,alpha_methyl_triene,640
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)OC(C)(C)OC1=O,aniline,meldrum,central_methyl_triene,585
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)N(C)C(=O)N(C)C1=O,aniline,barbituric,central_methyl_triene,610
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)NC(=O)NC1=O,aniline,barbituric,central_methyl_triene,610
CCN1C(=O)C(=C(O)/C=C(C)/C=C/N2CCCc3ccccc32)C(=O)N(CC)C1=O,aniline,barbituric,central_methyl_triene,610
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)NC(=S)NC1=O,aniline,thiobarbituric,central_methyl_triene,640
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)N(C)C(=S)N(C)C1=O,aniline,thiobarbituric,central_methyl_triene,640
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)c2ccccc2C1=O,aniline,indandione,central_methyl_triene,640
CC1=NN(c2ccccc2)C(=O)C1=C(O)/C=C(C)/C=C/N1CCCc2ccccc21,aniline,pyrazolone,central_methyl_triene,630
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)N(c2ccccc2)N=C1C(F)(F)F,aniline,pyrazolone,central_methyl_triene,709
CC1=NOC(=O)C1=C(O)/C=C(C)/C=C/N1CCCc2ccccc21,aniline,isoxazolone,central_methyl_triene,666
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)ON=C1C(F)(F)F,aniline,isoxazolone,central_methyl_triene,689
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)NNC1=O,aniline,pyrazolidinedione,central_methyl_triene,650
CC(/C=C/N1CCCc2ccccc21)=C\C(O)=C1C(=O)Nc2ccccc21,aniline,oxindole,central_methyl_triene,640
